5.84286E+17,Sat Apr 04 09:27:58 +0000 2015,3D printing helps give girl a new face http://www.cbc.ca/news/health/3d-printing-helps-give-girl-a-new-face-1.3014957?cmp=rss
5.84082E+17,Fri Apr 03 19:57:46 +0000 2015,Costco recalls Kirkland roasted chicken salad over Listeria concerns http://www.cbc.ca/news/canada/calgary/costco-recalls-kirkland-roasted-chicken-salad-over-listeria-concerns-1.3020693?cmp=rss
5.8405E+17,Fri Apr 03 17:50:27 +0000 2015,Medieval remedy kills antibiotic-resistant MRSA superbugs http://www.cbc.ca/news/technology/medieval-remedy-kills-antibiotic-resistant-mrsa-superbugs-1.3020735?cmp=rss
5.84015E+17,Fri Apr 03 15:29:55 +0000 2015,2 new measles cases confirmed in Metro Vancouver http://www.cbc.ca/news/canada/british-columbia/2-new-measles-cases-confirmed-in-metro-vancouver-1.3019354?cmp=rss
5.83981E+17,Fri Apr 03 13:13:52 +0000 2015,France bans super-skinny models in effort to curb eating disorders http://www.cbc.ca/news/world/france-moves-ahead-with-law-banning-super-skinny-models-1.3020532?cmp=rss
5.83981E+17,Fri Apr 03 13:13:52 +0000 2015,Seriously ill senior stuck in U.S. can't find a hospital bed at home in Ontario http://www.cbc.ca/news/canada/toronto/sick-ontario-senior-robert-skingley-stuck-in-u-s-hospital-1.3020425?cmp=rss
5.83981E+17,Fri Apr 03 13:13:52 +0000 2015,Quadriplegic temporary foreign worker denied health coverage by Alberta http://www.cbc.ca/news/canada/edmonton/alberta-health-minister-denies-coverage-to-temporary-foreign-worker-1.3019954?cmp=rss
5.83779E+17,Thu Apr 02 23:51:52 +0000 2015,Three ways to help co-workers with depression http://www.cbc.ca/news/canada/british-columbia/germanwings-flight-4u9525-highlights-issue-of-depression-at-work-1.3019316?cmp=rss
5.83779E+17,Thu Apr 02 23:51:52 +0000 2015,Drug-resistant intestinal illness spreads in U.S. http://www.cbc.ca/news/health/drug-resistant-intestinal-illness-spreads-in-u-s-1.3020116?cmp=rss
5.83743E+17,Thu Apr 02 21:27:22 +0000 2015,Rob Ford to have cancer surgery May 11 http://www.cbc.ca/news/canada/toronto/rob-ford-to-have-surgery-to-remove-cancerous-tumour-1.3019411?cmp=rss
5.83734E+17,Thu Apr 02 20:53:57 +0000 2015,RT @HealthCanada: Health Canada suspends two natural health product licences due to potential serious risks of male fern http://t.co/NI9oYN…
5.83673E+17,Thu Apr 02 16:49:08 +0000 2015,Writing medical notes for employers a waste of time
5.83653E+17,Thu Apr 02 15:33:19 +0000 2015,Fetal DNA blood test for Down syndrome more accurate but exceptions exist http://www.cbc.ca/news/health/down-syndrome-screen-of-fetal-dna-called-more-accurate-1.3019265?cmp=rss
5.83637E+17,Thu Apr 02 14:26:45 +0000 2015,Shortage of meat inspectors not affecting food safety
5.83637E+17,Thu Apr 02 14:26:44 +0000 2015,Take a tour of one of Canada's medical marijuana facilities http://www.cbc.ca/news/canada/windsor/aphria-medical-marijuana-to-double-its-leamington-operation-1.3019046?cmp=rss
5.83637E+17,Thu Apr 02 14:26:44 +0000 2015,Herbicide chemical glyphosate 'probably carcinogenic
5.83637E+17,Thu Apr 02 14:26:44 +0000 2015,Saskatchewan senior dies after eating detergent pods http://www.cbc.ca/news/canada/saskatchewan/saskatchewan-senior-dies-after-eating-detergent-pods-1.3018723?cmp=rss
5.83567E+17,Thu Apr 02 09:48:14 +0000 2015,Should your genetic test results be private? http://www.cbc.ca/news/health/genetic-tests-may-affect-insurance-employment-1.3018086?cmp=rss
5.83399E+17,Wed Apr 01 22:40:23 +0000 2015,More TV time may raise Type 2 diabetes risk http://www.cbc.ca/news/health/more-tv-time-may-raise-type-2-diabetes-risk-1.3018506?cmp=rss
5.83296E+17,Wed Apr 01 15:53:31 +0000 2015,Why suicide-prevention monitoring should last longer http://www.cbc.ca/news/health/suicide-prevention-efforts-after-1st-attempt-must-last-longer-new-research-suggests-1.3017652?cmp=rss
5.83296E+17,Wed Apr 01 15:53:31 +0000 2015,Acetaminophen for back pain brings no benefit
5.82983E+17,Tue Mar 31 19:09:56 +0000 2015,Meat sold in Canada not inspected as well as exports: union http://www.cbc.ca/news/canada/edmonton/meat-sold-in-canada-not-inspected-as-well-as-exports-union-1.3016346?cmp=rss
5.82929E+17,Tue Mar 31 15:35:00 +0000 2015,Health Canada willing to ease fecal transplant rules for recurrent C. difficile http://www.cbc.ca/news/health/c-difficile-infections-could-be-treated-with-fecal-transplants-beyond-clinical-trials-1.3016158?cmp=rss
5.82929E+17,Tue Mar 31 15:34:59 +0000 2015,Nunavut leads Canada in childhood respiratory illness: pediatrician http://www.cbc.ca/news/canada/north/nunavut-leads-canada-in-childhood-respiratory-illness-pediatrician-1.3015752?cmp=rss
5.82929E+17,Tue Mar 31 15:34:59 +0000 2015,Cineplex Entertainment expands screening program for people with autism http://www.cbc.ca/news/arts/cineplex-entertainment-expands-screening-program-for-people-with-autism-1.3016224?cmp=rss
5.82677E+17,Mon Mar 30 22:55:05 +0000 2015,ADHD drugs to add suicide risk warnings http://www.cbc.ca/news/health/adhd-drugs-to-add-suicide-risk-warnings-1.3015562?cmp=rss
5.82647E+17,Mon Mar 30 20:54:54 +0000 2015,The cure for childhood obesity parents will hate http://www.cbc.ca/radio/whitecoat/blog/the-cure-for-childhood-obesity-parents-will-hate-1.3014981?cmp=rss
5.82613E+17,Mon Mar 30 18:40:42 +0000 2015,Bigger hockey helmets may follow proposed new safety measure http://www.cbc.ca/news/health/new-hockey-helmet-safety-measure-urged-by-virginia-tech-study-1.3015091?cmp=rss
5.82576E+17,Mon Mar 30 16:10:28 +0000 2015,Child obesity stirred by 'perfect storm' http://www.cbc.ca/news/health/child-obesity-charts-open-door-to-treatment-1.3014832?cmp=rss
5.82402E+17,Mon Mar 30 04:39:28 +0000 2015,4 ways for parents to prevent medication errors in children http://www.cbc.ca/news/health/4-ways-for-parents-to-prevent-medication-errors-in-children-1.3013214?cmp=rss
5.82237E+17,Sun Mar 29 17:43:49 +0000 2015,Website lets users put money down on their own weight loss http://www.cbc.ca/news/canada/ottawa/dietbet-weight-loss-website-banks-on-competitive-spirit-money-reward-1.3014130?cmp=rss
5.8211E+17,Sun Mar 29 09:21:51 +0000 2015,Medical pot users could help researchers dispel haze around risks
5.81832E+17,Sat Mar 28 14:53:40 +0000 2015,Pregnant in limbo: How vulnerable women pay for Canada's universal health care http://www.cbc.ca/radio/day6/episode-226-pilots-and-mental-illness-dot-sucks-and-pregnant-in-limbo-1.3009231/pregnant-in-limbo-how-vulnerable-women-pay-for-canada-s-universal-health-care-1.3009289?cmp=rss
5.818E+17,Sat Mar 28 12:46:33 +0000 2015,Germanwings crash pressuring airlines to improve psychological screening of pilots http://www.cbc.ca/news/world/germanwings-flight-4u9525-highlights-lack-of-mandatory-psychological-tests-for-pilots-1.3012960?cmp=rss
5.818E+17,Sat Mar 28 12:46:33 +0000 2015,AHS using ankle bracelet technology to track dementia patients http://www.cbc.ca/news/canada/edmonton/ahs-using-ankle-bracelet-technology-to-track-dementia-patients-1.3013158?cmp=rss
5.815E+17,Fri Mar 27 16:57:57 +0000 2015,Superbug plan to curb antibiotic overprescribing
5.81465E+17,Fri Mar 27 14:37:32 +0000 2015,Ontario's children's advocate wants inquest into 12-year-old's suicide http://www.cbc.ca/news/canada/ontario-s-children-s-advocate-wants-inquest-into-12-year-old-s-suicide-1.3010867?cmp=rss
5.81465E+17,Fri Mar 27 14:37:31 +0000 2015,His legs are gone
5.81189E+17,Thu Mar 26 20:20:55 +0000 2015,Woman who injected silicone into customer's buttocks sentenced to 8 years in prison http://www.cbc.ca/news/canada/toronto/woman-who-injected-silicone-into-customer-s-buttocks-sentenced-to-8-years-in-prison-1.3010407?cmp=rss
5.81141E+17,Thu Mar 26 17:11:12 +0000 2015,Human embryo modifications must be halted
5.81141E+17,Thu Mar 26 17:11:12 +0000 2015,Ebola's toll worst in babies
5.81141E+17,Thu Mar 26 17:11:11 +0000 2015,How my mother's life and death influenced my difficult BRCA surgery choice http://www.cbc.ca/news/health/angelina-jolie-my-mother-and-her-influence-on-difficult-brca-surgery-choice-1.3010462?cmp=rss
5.81141E+17,Thu Mar 26 17:11:11 +0000 2015,Giant 1950s-era artificial kidney to be preserved at new MUHC http://www.cbc.ca/news/canada/montreal/giant-1950s-era-artificial-kidney-to-be-preserved-at-new-muhc-1.3009533?cmp=rss
5.81141E+17,Thu Mar 26 17:11:11 +0000 2015,Rickets on the rise for aboriginal children in the North http://www.cbc.ca/news/canada/north/rickets-on-the-rise-for-aboriginal-children-in-the-north-1.3010306?cmp=rss
5.81103E+17,Thu Mar 26 14:38:10 +0000 2015,N.S. rejects paying for treatment for girl with rare brain injury http://www.cbc.ca/news/canada/nova-scotia/faith-swinkels-s-family-upset-n-s-won-t-pay-for-treatment-1.3009657?cmp=rss
5.80938E+17,Thu Mar 26 03:43:28 +0000 2015,Republican governor considering needle-exchange plan due to state HIV spike http://www.cbc.ca/news/world/indiana-gov-mike-pence-considering-needle-exchange-plan-to-combat-hiv-spike-1.3009985?cmp=rss
5.80895E+17,Thu Mar 26 00:54:10 +0000 2015,Best before dates and expiry dates: 5 things you may not know http://www.cbc.ca/news/health/best-before-dates-and-expiry-dates-5-things-you-may-not-know-1.3006858?cmp=rss
5.80865E+17,Wed Mar 25 22:52:43 +0000 2015,Insite supervised injection site receives Health Canada exemption http://www.cbc.ca/news/canada/british-columbia/insite-supervised-injection-site-receives-health-canada-exemption-1.3009454?cmp=rss
5.80865E+17,Wed Mar 25 22:52:43 +0000 2015,Rob Ford set to have cancer surgery in early May http://www.cbc.ca/news/canada/toronto/rob-ford-set-to-have-cancer-surgery-in-early-may-1.3009426?cmp=rss
5.80833E+17,Wed Mar 25 20:44:05 +0000 2015,Guinea tests Canadian-developed Ebola vaccine in hotspot http://www.cbc.ca/news/health/guinea-tests-canadian-developed-ebola-vaccine-in-hotspot-1.3009347?cmp=rss
5.80761E+17,Wed Mar 25 15:59:14 +0000 2015,Food quantity and affordability not improving
5.80761E+17,Wed Mar 25 15:59:14 +0000 2015,Ebola pioneer
5.80661E+17,Wed Mar 25 09:22:04 +0000 2015,Are pharmacists turning into salespeople? http://www.cbc.ca/news/health/are-pharmacists-turning-into-salespeople-1.3007463?cmp=rss
5.80485E+17,Tue Mar 24 21:44:11 +0000 2015,Ovary removal 'a huge benefit' for those with BRCA mutation like Angelina Jolie http://www.cbc.ca/news/health/angelina-jolie-s-latest-surgery-a-huge-benefit-to-prevent-ovarian-cancer-1.3007690?cmp=rss
5.80453E+17,Tue Mar 24 19:34:04 +0000 2015,5 things doctors do on TV
5.80364E+17,Tue Mar 24 13:41:27 +0000 2015,Measles found in 2 passengers on Air China flight CA991 to Vancouver http://www.cbc.ca/news/canada/british-columbia/measles-found-in-2-passengers-on-air-china-flight-ca991-to-vancouver-1.3006516?cmp=rss
5.80364E+17,Tue Mar 24 13:40:24 +0000 2015,New test speeds up tuberculosis diagnosis in Nunavut
5.80328E+17,Tue Mar 24 11:17:35 +0000 2015,Medication reviews may miss patients who need them http://www.cbc.ca/news/health/medication-reviews-may-miss-patients-who-need-them-1.3005870?cmp=rss
5.80328E+17,Tue Mar 24 11:17:35 +0000 2015,Doctors make charter challenge on right to refuse care on religious grounds http://www.cbc.ca/news/canada/ottawa/doctors-make-charter-challenge-on-right-to-refuse-care-on-religious-grounds-1.3006462?cmp=rss
5.80328E+17,Tue Mar 24 11:17:35 +0000 2015,Angelina Jolie reveals she underwent surgery to remove ovaries http://www.cbc.ca/news/arts/angelina-jolie-reveals-she-underwent-surgery-to-remove-ovaries-1.3006647?cmp=rss
5.80216E+17,Tue Mar 24 03:55:34 +0000 2015,Budget freeze forcing Ontario hospitals to lay off nurses
5.80132E+17,Mon Mar 23 22:19:43 +0000 2015,3 foods you can eat after the best before date — but might not want to http://www.cbc.ca/news/canada/british-columbia/3-foods-you-can-eat-after-the-best-before-date-but-might-not-want-to-1.3005981?cmp=rss
5.80132E+17,Mon Mar 23 22:19:43 +0000 2015,Antidepressants may have sexual side-effects in teens http://www.cbc.ca/news/health/antidepressants-may-have-sexual-side-effects-in-teens-1.3006198?cmp=rss
5.80064E+17,Mon Mar 23 17:51:56 +0000 2015,Bad news MDs a turnoff http://www.cbc.ca/radio/whitecoat/blog/bad-news-mds-a-turnoff-1.3005665?cmp=rss
5.80029E+17,Mon Mar 23 15:31:19 +0000 2015,Sexual assault testing lacking in parts of Nova Scotia: advocates http://www.cbc.ca/news/canada/nova-scotia/sexual-assault-testing-lacking-in-parts-of-nova-scotia-advocates-1.3005051?cmp=rss
5.80029E+17,Mon Mar 23 15:31:19 +0000 2015,Ear infections too common in Inuit children: pediatrician http://www.cbc.ca/news/canada/north/ear-infections-too-common-in-inuit-children-pediatrician-1.3005027?cmp=rss
5.79811E+17,Mon Mar 23 01:05:15 +0000 2015,Slow global reponse to Ebola outbreak caused thousands of 'avoidable' deaths
5.79705E+17,Sun Mar 22 18:01:56 +0000 2015,Medical marijuana for injured vets cost government $4.3M http://www.cbc.ca/news/politics/medical-marijuana-for-injured-vets-cost-government-4-3m-1.3004800?cmp=rss
5.79593E+17,Sun Mar 22 10:37:29 +0000 2015,Should Canadian hospitals profit from foreign patients? http://www.cbc.ca/radio/day6/episode-225-spacecakes-and-the-supreme-court-nhl-in-vegas-medical-tourism-robert-durst-and-more-1.3001488/should-canadian-hospitals-profit-from-foreign-patients-1.3001554?cmp=rss
5.7958E+17,Sun Mar 22 09:46:31 +0000 2015,What Facebook
5.79358E+17,Sat Mar 21 19:05:46 +0000 2015,Cumin recalled for unreported traces of almonds http://www.cbc.ca/news/canada/montreal/cumin-recalled-for-unreported-traces-of-almonds-1.3004321?cmp=rss
5.79019E+17,Fri Mar 20 20:37:30 +0000 2015,Maple syrup made healthier with prebiotic
5.7895E+17,Fri Mar 20 16:05:00 +0000 2015,Antibiotic use should be reduced in lab experiments
5.7895E+17,Fri Mar 20 16:04:59 +0000 2015,Why more men than women get Type 2 diabetes
5.78915E+17,Fri Mar 20 13:45:20 +0000 2015,World Health Organization waited several weeks before declaring Ebola emergency http://www.cbc.ca/news/health/ebola-outbreak-un-health-agency-waited-several-weeks-before-declaring-emergency-1.3002579?cmp=rss
5.78915E+17,Fri Mar 20 13:45:20 +0000 2015,Right dose of prescription drugs could be determined by DNA http://www.cbc.ca/news/canada/british-columbia/ubc-genomics-project-links-prescription-drug-doses-with-dna-1.3001610?cmp=rss
5.78915E+17,Fri Mar 20 13:45:19 +0000 2015,Cease-and-desist cancelled for spa where aboriginal girls refusing chemo went http://www.cbc.ca/news/aboriginal/hippocrates-health-spa-attended-by-aboriginal-girls-refusing-chemo-sees-fine-cancelled-1.3001291?cmp=rss
5.78897E+17,Fri Mar 20 12:33:56 +0000 2015,Allergies in spring? Snow mould may be to blame http://www.cbc.ca/news/health/allergies-in-spring-snow-mould-may-be-to-blame-1.3001356?cmp=rss
5.78657E+17,Thu Mar 19 20:39:27 +0000 2015,Ebola outbreak: Sierra Leone to lock down hotspots next week http://www.cbc.ca/news/health/ebola-outbreak-sierra-leone-to-lock-down-hotspots-next-week-1.3002028?cmp=rss
5.78641E+17,Thu Mar 19 19:35:29 +0000 2015,Newborn eye drop treatment 'doesn't work
5.78641E+17,Thu Mar 19 19:35:29 +0000 2015,Manitoba to implement all recommendations from inquest into man's ER death http://www.cbc.ca/news/canada/manitoba/brian-sinclair-inquest-recommendations-could-take-years-to-implement-1.3001400?cmp=rss
5.78315E+17,Wed Mar 18 21:58:21 +0000 2015,Toronto hospital investigating possible Ebola case http://www.cbc.ca/news/canada/toronto/sunnybrook-investigating-possible-ebola-case-1.3000509?cmp=rss
5.78281E+17,Wed Mar 18 19:45:43 +0000 2015,Thousands of viable embryos in limbo if Quebec changes IVF program http://www.cbc.ca/news/canada/montreal/thousands-of-viable-embryos-in-limbo-if-quebec-changes-ivf-program-1.2999252?cmp=rss
5.78247E+17,Wed Mar 18 17:29:07 +0000 2015,Organic food products recalled due to salmonella threat http://www.cbc.ca/news/canada/saskatchewan/organic-food-products-recalled-due-to-salmonella-threat-1.2999901?cmp=rss
5.78193E+17,Wed Mar 18 13:56:03 +0000 2015,Smart Cane lets patients know when they are walking properly http://www.cbc.ca/news/canada/new-brunswick/smart-cane-lets-patients-know-when-they-are-walking-properly-1.2999234?cmp=rss
5.77986E+17,Wed Mar 18 00:12:59 +0000 2015,Guinea sees 'major setback' as new Ebola cases spike http://www.cbc.ca/news/world/guinea-sees-spike-in-new-ebola-cases-including-3-infected-doctors-1.2999170?cmp=rss
5.77907E+17,Tue Mar 17 18:57:05 +0000 2015,Fresh blood not better for transfusions
5.77872E+17,Tue Mar 17 16:38:34 +0000 2015,Antibiotic use in pets could give rise to superbugs
5.77854E+17,Tue Mar 17 15:27:39 +0000 2015,More Canadians seek health care outside Canada
5.77576E+17,Mon Mar 16 21:02:43 +0000 2015,Alberta Health Services dietician says sleep and hydration crucial for shift workers http://www.cbc.ca/news/canada/calgary/surviving-shift-work-5-nutrition-tips-from-an-ahs-dietician-1.2996851?cmp=rss
5.7756E+17,Mon Mar 16 19:59:12 +0000 2015,Studies boost hopes for new class of cholesterol-lowering drugs http://www.cbc.ca/news/health/cholesterol-lowering-drugs-show-promise-as-alternative-to-statins-1.2996834?cmp=rss
5.7756E+17,Mon Mar 16 19:59:12 +0000 2015,Coke a good snack? Health experts who work with Coke say so http://www.cbc.ca/news/health/coke-a-good-snack-health-experts-who-work-with-coke-say-so-1.2997311?cmp=rss
5.7751E+17,Mon Mar 16 16:40:22 +0000 2015,'Pharmacare is not unaffordable
5.77492E+17,Mon Mar 16 15:30:44 +0000 2015,Study calls CT scans into question for mild symptoms of heart disease http://www.cbc.ca/news/health/older-heart-tests-may-match-value-of-ct-scans-1.2995833?cmp=rss
5.77492E+17,Mon Mar 16 15:30:44 +0000 2015,Hepatitis A cases trigger vaccination clinic at Surrey elementary school http://www.cbc.ca/news/canada/british-columbia/hepatitis-a-cases-trigger-vaccination-clinic-at-north-ridge-elementary-in-surrey-1.2996572?cmp=rss
5.77307E+17,Mon Mar 16 03:14:25 +0000 2015,U.S. aid workers hospitalized after possible Ebola exposure http://www.cbc.ca/news/health/ebola-outbreak-u-s-aid-workers-hospitalized-after-possible-exposure-1.2996346?cmp=rss
5.77129E+17,Sun Mar 15 15:28:45 +0000 2015,Dementia patients may one day get assistance from robot helpers http://www.cbc.ca/news/technology/dementia-patients-may-one-day-get-assistance-from-robot-helpers-1.2957128?cmp=rss
5.77046E+17,Sun Mar 15 09:59:05 +0000 2015,The debt we owe Canada's thalidomide sufferers http://www.cbc.ca/news/politics/the-debt-we-owe-canada-s-thalidomide-sufferers-1.2994289?cmp=rss
5.76472E+17,Fri Mar 13 19:58:34 +0000 2015,Germ release in Lousiana lab likely due to lax use of garments http://www.cbc.ca/news/health/lax-garment-use-likely-cause-of-bacteria-release-at-lab-cdc-says-1.2994429?cmp=rss
5.76439E+17,Fri Mar 13 17:47:32 +0000 2015,Thrift store Karibu opens doors to disabled workers http://www.cbc.ca/news/canada/toronto/thrift-store-karibu-opens-doors-to-disabled-workers-1.2987670?cmp=rss
5.76422E+17,Fri Mar 13 16:39:41 +0000 2015,Indian
5.76422E+17,Fri Mar 13 16:39:41 +0000 2015,Penis transplant performed for the 1st time http://www.cbc.ca/news/health/penis-transplant-performed-for-the-1st-time-1.2993991?cmp=rss
5.76371E+17,Fri Mar 13 13:14:14 +0000 2015,Ebola: American who contracted virus arrives at U.S. hospital http://www.cbc.ca/news/world/ebola-american-who-contracted-virus-arrives-at-u-s-hospital-1.2993564?cmp=rss
5.76308E+17,Fri Mar 13 09:04:13 +0000 2015,Health Canada licensing of natural remedies 'a joke' http://www.cbc.ca/news/health/health-canada-licensing-of-natural-remedies-a-joke-1.2992414?cmp=rss
5.76308E+17,Fri Mar 13 09:04:13 +0000 2015,'Money is first': Why some team doctors may be harming pro athletes http://www.cbc.ca/news/health/pro-sports-doctors-may-be-over-prescribing-drugs-to-players-1.2991961?cmp=rss
5.76123E+17,Thu Mar 12 20:48:43 +0000 2015,Quebec rushes to vaccinate against measles in Joliette http://www.cbc.ca/news/canada/montreal/quebec-rushes-to-vaccinate-against-measles-in-joliette-1.2991904?cmp=rss
5.76091E+17,Thu Mar 12 18:41:45 +0000 2015,Ebola-sapped countries now face serious measles risk http://www.cbc.ca/news/health/ebola-sapped-west-african-countries-now-face-serious-measles-risk-1.2992246?cmp=rss
5.76091E+17,Thu Mar 12 18:41:45 +0000 2015,'Knock on wood
5.76073E+17,Thu Mar 12 17:32:06 +0000 2015,Just add water and stir! Powdered alcohol's U.S. approval worries states http://www.cbc.ca/news/business/powdered-alcohol-approval-stirs-u-s-controversy-1.2992193?cmp=rss
5.76056E+17,Thu Mar 12 16:23:22 +0000 2015,'Super seniors' research to check if cancer protection genes exist http://www.cbc.ca/news/health/super-seniors-research-to-check-if-cancer-protection-genes-exist-1.2991803?cmp=rss
5.76019E+17,Thu Mar 12 13:55:40 +0000 2015,Expecting a baby
5.76019E+17,Thu Mar 12 13:55:40 +0000 2015,Legions pause funding PTSD service dogs over training concerns http://www.cbc.ca/news/canada/nova-scotia/legions-pause-funding-ptsd-service-dogs-over-training-concerns-1.2990709?cmp=rss
5.75813E+17,Thu Mar 12 00:20:07 +0000 2015,Dementia prevention trial finds benefits to diet
5.75735E+17,Wed Mar 11 19:09:25 +0000 2015,Canadian advocate for mentally disabled people wins $1.7M Templeton Prize http://www.cbc.ca/news/world/jean-vanier-canadian-advocate-for-mentally-disabled-people-wins-1-7m-templeton-prize-1.2990639?cmp=rss
5.75719E+17,Wed Mar 11 18:04:32 +0000 2015,Canadian Jean Vanier wins prestigious Templeton Prize http://www.cbc.ca/news/world/photos/canadian-jean-vanier-wins-prestigious-templeton-prize-1.2990259?cmp=rss
5.75686E+17,Wed Mar 11 15:52:59 +0000 2015,Homeopathy lacks 'reliable evidence
5.75686E+17,Wed Mar 11 15:52:58 +0000 2015,Quebec measles outbreak grows to 119 confirmed cases http://www.cbc.ca/news/canada/montreal/quebec-measles-outbreak-grows-to-119-confirmed-cases-including-student-1.2990192?cmp=rss
